Added,Lists,Revenue Recognition Field Mapping,Allows viewing and editing of the Revenue Recognition Field Map record.,View
Added,Setup,Set Up Company,Allows usage of the Text Enhance task.,View
Added,Transactions,Set Up Budgets,Allows viewing and editing of the Budget record.,View
